dt,site,clim_var,value
2023-08-14T15:34:00Z,Eldo,sr,591
2023-08-14T15:36:00Z,B1,sr,252.55555555555554
2023-08-14T15:37:00Z,B1,sr,254.33333333333334
2023-08-14T15:38:00Z,C1,sr,870.2222222222222
2023-08-14T15:39:00Z,C1,sr,1080.5555555555557
2023-08-14T15:44:00Z,Eldo,sr,665
2023-08-14T15:45:00Z,Eldo,sr,670.75
2023-08-14T15:46:00Z,Eldo,sr,677.625
2023-08-14T15:48:00Z,B1,sr,324.75
2023-08-14T15:49:00Z,B1,sr,257.55555555555554
2023-08-14T15:50:00Z,B1,sr,242
2023-08-14T15:50:00Z,C1,sr,856.2857142857143
2023-08-14T15:51:00Z,C1,sr,850.4444444444445
2023-08-14T15:52:00Z,C1,sr,854.5
2023-08-14T15:56:00Z,Eldo,sr,782
2023-08-14T15:57:00Z,Eldo,sr,786.6666666666666
2023-08-14T15:58:00Z,Eldo,sr,796.25
2023-08-14T16:00:00Z,B1,sr,642.125
2023-08-14T16:01:00Z,B1,sr,497.25
2023-08-14T16:02:00Z,B1,sr,448.5
2023-08-14T16:02:00Z,C1,sr,976.1666666666666
2023-08-14T16:03:00Z,C1,sr,980
2023-08-14T16:04:00Z,C1,sr,986.3333333333334
2023-08-14T16:08:00Z,Eldo,sr,843
2023-08-14T16:09:00Z,Eldo,sr,844.375
2023-08-14T16:10:00Z,Eldo,sr,851.7777777777778
2023-08-14T16:12:00Z,B1,sr,982.8571428571429
2023-08-14T16:13:00Z,B1,sr,517.5555555555555
2023-08-14T16:14:00Z,B1,sr,301.5
2023-08-14T16:14:00Z,C1,sr,1055.2
2023-08-14T16:15:00Z,C1,sr,1064.6666666666667
2023-08-14T16:16:00Z,C1,sr,1069.25
2023-08-14T16:21:00Z,Eldo,sr,856.8888888888889
2023-08-14T16:22:00Z,Eldo,sr,863.7777777777778
2023-08-14T16:24:00Z,B1,sr,161
2023-08-14T16:25:00Z,B1,sr,155.875
2023-08-14T16:26:00Z,B1,sr,160.33333333333334
2023-08-14T16:26:00Z,C1,sr,1130.4
2023-08-14T16:27:00Z,C1,sr,1123.111111111111
2023-08-14T16:28:00Z,C1,sr,1127.75
2023-08-14T16:33:00Z,Eldo,sr,922.375
2023-08-14T16:34:00Z,Eldo,sr,927.4444444444445
2023-08-14T16:35:00Z,Eldo,sr,923
2023-08-14T16:36:00Z,B1,sr,1178.1666666666667
2023-08-14T16:37:00Z,B1,sr,1230
2023-08-14T16:38:00Z,B1,sr,1240.3333333333333
2023-08-14T16:38:00Z,C1,sr,1186.5
2023-08-14T16:39:00Z,C1,sr,1191.888888888889
2023-08-14T16:40:00Z,C1,sr,1194.8
2023-08-14T16:45:00Z,Eldo,sr,985.75
2023-08-14T16:46:00Z,Eldo,sr,992
2023-08-14T16:47:00Z,Eldo,sr,995
2023-08-14T16:48:00Z,B1,sr,1202.4
2023-08-14T16:49:00Z,B1,sr,1213.888888888889
2023-08-14T16:50:00Z,B1,sr,1201
2023-08-14T16:50:00Z,C1,sr,1263
2023-08-14T16:51:00Z,C1,sr,1263.125
2023-08-14T16:52:00Z,C1,sr,1266.8333333333333
2023-08-14T16:57:00Z,Eldo,sr,1048.2857142857142
2023-08-14T16:58:00Z,Eldo,sr,1059.6666666666667
2023-08-14T16:59:00Z,Eldo,sr,1069
2023-08-14T17:00:00Z,B1,sr,1247.4
2023-08-14T17:01:00Z,B1,sr,1218.125
2023-08-14T17:02:00Z,B1,sr,1198
2023-08-14T17:02:00Z,C1,sr,1318.3333333333333
2023-08-14T17:03:00Z,C1,sr,1326.111111111111
2023-08-14T17:04:00Z,C1,sr,1322.8333333333333
2023-08-14T17:09:00Z,Eldo,sr,1123.4285714285713
2023-08-14T17:10:00Z,Eldo,sr,1132.111111111111
2023-08-14T17:11:00Z,Eldo,sr,1135
2023-08-14T17:12:00Z,B1,sr,1246.75
2023-08-14T17:13:00Z,B1,sr,971.8888888888889
2023-08-14T17:14:00Z,B1,sr,501.6
2023-08-14T17:14:00Z,C1,sr,1373
2023-08-14T17:15:00Z,C1,sr,1377.111111111111
2023-08-14T17:16:00Z,C1,sr,1385.4285714285713
2023-08-14T17:21:00Z,Eldo,sr,1194.7142857142858
2023-08-14T17:22:00Z,Eldo,sr,1199
2023-08-14T17:23:00Z,Eldo,sr,1197.3333333333333
2023-08-14T17:24:00Z,B1,sr,1366
2023-08-14T17:25:00Z,B1,sr,1370.25
2023-08-14T17:26:00Z,B1,sr,1365.5
2023-08-14T17:26:00Z,C1,sr,1444
2023-08-14T17:27:00Z,C1,sr,1439.6666666666667
2023-08-14T17:28:00Z,C1,sr,1432.857142857143
2023-08-14T17:33:00Z,Eldo,sr,1255.5
2023-08-14T17:34:00Z,Eldo,sr,1260
2023-08-14T17:35:00Z,Eldo,sr,1255.3333333333333
2023-08-14T17:36:00Z,B1,sr,1353
2023-08-14T17:37:00Z,B1,sr,1347.6666666666667
2023-08-14T17:38:00Z,B1,sr,1341.5
2023-08-14T17:38:00Z,C1,sr,1488
2023-08-14T17:39:00Z,C1,sr,1485.111111111111
2023-08-14T17:40:00Z,C1,sr,1488.5
2023-08-14T17:45:00Z,Eldo,sr,1306.6666666666667
2023-08-14T17:46:00Z,Eldo,sr,1310.5
2023-08-14T17:47:00Z,Eldo,sr,1310.25
2023-08-14T17:48:00Z,B1,sr,1312.3333333333333
2023-08-14T17:49:00Z,B1,sr,1316.6666666666667
2023-08-14T17:50:00Z,B1,sr,1319.3333333333333
2023-08-14T17:50:00Z,C1,sr,1523
2023-08-14T17:51:00Z,C1,sr,1521.3333333333333
2023-08-14T17:52:00Z,C1,sr,1522.5
2023-08-14T17:57:00Z,Eldo,sr,1365.6
2023-08-14T17:58:00Z,Eldo,sr,1367.6666666666667
2023-08-14T17:59:00Z,Eldo,sr,1369.5
2023-08-15T08:00:00Z,Eldo,sr,0
2023-08-15T08:01:00Z,Eldo,sr,0
2023-08-15T08:02:00Z,Eldo,sr,0
2023-08-15T08:04:00Z,B1,sr,0
2023-08-15T08:05:00Z,B1,sr,0
2023-08-15T08:06:00Z,B1,sr,0
2023-08-15T08:06:00Z,C1,sr,0
2023-08-15T08:07:00Z,C1,sr,0
2023-08-15T08:08:00Z,C1,sr,0
2023-08-15T08:12:00Z,Eldo,sr,0
2023-08-15T08:13:00Z,Eldo,sr,0
2023-08-15T08:14:00Z,Eldo,sr,0
2023-08-15T08:16:00Z,B1,sr,0
2023-08-15T08:17:00Z,B1,sr,0
2023-08-15T08:18:00Z,B1,sr,0
2023-08-15T08:18:00Z,C1,sr,0
2023-08-15T08:19:00Z,C1,sr,0
2023-08-15T08:20:00Z,C1,sr,0
2023-08-15T08:24:00Z,Eldo,sr,0
2023-08-15T08:25:00Z,Eldo,sr,0
2023-08-15T08:26:00Z,Eldo,sr,0
2023-08-15T08:28:00Z,B1,sr,0
2023-08-15T08:29:00Z,B1,sr,0
2023-08-15T08:30:00Z,B1,sr,0
2023-08-15T08:30:00Z,C1,sr,0
2023-08-15T08:31:00Z,C1,sr,0
2023-08-15T08:32:00Z,C1,sr,0
2023-08-15T08:36:00Z,Eldo,sr,0
2023-08-15T08:37:00Z,Eldo,sr,0
2023-08-15T08:38:00Z,Eldo,sr,0
2023-08-15T08:40:00Z,B1,sr,0
2023-08-15T08:41:00Z,B1,sr,0
2023-08-15T08:42:00Z,B1,sr,0
2023-08-15T08:42:00Z,C1,sr,0
2023-08-15T08:43:00Z,C1,sr,0
2023-08-15T08:44:00Z,C1,sr,0
2023-08-15T08:48:00Z,Eldo,sr,0
2023-08-15T08:49:00Z,Eldo,sr,0
2023-08-15T08:50:00Z,Eldo,sr,0
2023-08-15T08:52:00Z,B1,sr,0
2023-08-15T08:53:00Z,B1,sr,0
2023-08-15T08:54:00Z,B1,sr,0
2023-08-15T08:54:00Z,C1,sr,0
2023-08-15T08:55:00Z,C1,sr,0
2023-08-15T08:56:00Z,C1,sr,0
2023-08-15T18:03:00Z,Eldo,sr,1411.5714285714287
2023-08-15T18:04:00Z,Eldo,sr,1415.4444444444443
2023-08-15T18:05:00Z,Eldo,sr,1413.5
2023-08-15T18:07:00Z,B1,sr,1401
2023-08-15T18:08:00Z,B1,sr,1404.2222222222222
2023-08-15T18:09:00Z,B1,sr,1409.75
2023-08-15T18:09:00Z,C1,sr,1599
2023-08-15T18:10:00Z,C1,sr,1601.6666666666667
2023-08-15T18:11:00Z,C1,sr,1606.6666666666667
2023-08-15T18:15:00Z,Eldo,sr,1456.5
2023-08-15T18:16:00Z,Eldo,sr,1458.4444444444443
2023-08-15T18:17:00Z,Eldo,sr,1463.6666666666667
2023-08-15T18:19:00Z,B1,sr,1442.6
2023-08-15T18:20:00Z,B1,sr,1438.25
2023-08-15T18:21:00Z,B1,sr,910.8
2023-08-15T18:21:00Z,C1,sr,1634
2023-08-15T18:22:00Z,C1,sr,1637.6666666666667
2023-08-15T18:23:00Z,C1,sr,1638.4285714285713
2023-08-15T18:27:00Z,Eldo,sr,1494.8333333333333
2023-08-15T18:28:00Z,Eldo,sr,1496.7777777777778
2023-08-15T18:29:00Z,Eldo,sr,1499
2023-08-15T18:31:00Z,B1,sr,1482.75
2023-08-15T18:32:00Z,B1,sr,1484.6666666666667
2023-08-15T18:33:00Z,B1,sr,1488.2
2023-08-15T18:33:00Z,C1,sr,1666.5
2023-08-15T18:34:00Z,C1,sr,1666.6666666666667
2023-08-15T18:35:00Z,C1,sr,1664.5714285714287
2023-08-15T18:39:00Z,Eldo,sr,1524.5
2023-08-15T18:40:00Z,Eldo,sr,1528.5
2023-08-15T18:41:00Z,Eldo,sr,1531.25
2023-08-15T18:43:00Z,B1,sr,1519.3333333333333
2023-08-15T18:44:00Z,B1,sr,1519.2222222222222
2023-08-15T18:45:00Z,B1,sr,1520.5
2023-08-15T18:45:00Z,C1,sr,1693
2023-08-15T18:46:00Z,C1,sr,1688.3333333333333
2023-08-15T18:47:00Z,C1,sr,1693
2023-08-15T18:51:00Z,Eldo,sr,1568.8
2023-08-15T18:52:00Z,Eldo,sr,1500.2222222222222
2023-08-15T18:53:00Z,Eldo,sr,1570.5
2023-08-15T18:55:00Z,B1,sr,949
2023-08-15T18:56:00Z,B1,sr,1539.4444444444443
2023-08-15T18:57:00Z,B1,sr,1371.6666666666667
2023-08-15T18:57:00Z,C1,sr,1712
2023-08-15T18:58:00Z,C1,sr,1712.2222222222222
2023-08-15T18:59:00Z,C1,sr,1711.625
2023-08-15T19:03:00Z,Eldo,sr,1600.2
2023-08-15T19:04:00Z,Eldo,sr,1600.888888888889
2023-08-15T19:05:00Z,Eldo,sr,1603
2023-08-15T19:07:00Z,B1,sr,1546
2023-08-15T19:08:00Z,B1,sr,1564
2023-08-15T19:09:00Z,B1,sr,1564.142857142857
2023-08-15T19:10:00Z,C1,sr,1735.111111111111
2023-08-15T19:11:00Z,C1,sr,1734.7777777777778
2023-08-15T19:15:00Z,Eldo,sr,1617.4
2023-08-15T19:16:00Z,Eldo,sr,1623
2023-08-15T19:17:00Z,Eldo,sr,1626.4
2023-08-15T19:19:00Z,B1,sr,1221
2023-08-15T19:20:00Z,B1,sr,1593.625
2023-08-15T19:21:00Z,B1,sr,1595.125
2023-08-15T19:22:00Z,C1,sr,1746.888888888889
2023-08-15T19:23:00Z,C1,sr,1746.125
2023-08-15T19:24:00Z,C1,sr,1746
2023-08-15T19:27:00Z,Eldo,sr,1645.25
2023-08-15T19:28:00Z,Eldo,sr,1646.7777777777778
2023-08-15T19:29:00Z,Eldo,sr,1647
2023-08-15T19:31:00Z,B1,sr,1605
2023-08-15T19:32:00Z,B1,sr,1599.888888888889
2023-08-15T19:33:00Z,B1,sr,1584
2023-08-15T19:34:00Z,C1,sr,1758.25
2023-08-15T19:35:00Z,C1,sr,1759
2023-08-15T19:36:00Z,C1,sr,1758
2023-08-15T19:39:00Z,Eldo,sr,1655.25
2023-08-15T19:40:00Z,Eldo,sr,1654.5555555555557
2023-08-15T19:41:00Z,Eldo,sr,1659.4
2023-08-15T19:43:00Z,B1,sr,1616
2023-08-15T19:44:00Z,B1,sr,1616.5
2023-08-15T19:45:00Z,B1,sr,1472.888888888889
2023-08-15T19:46:00Z,C1,sr,1766.375
2023-08-15T19:47:00Z,C1,sr,1763.25
2023-08-15T19:48:00Z,C1,sr,1766
2023-08-15T19:51:00Z,Eldo,sr,1666
2023-08-15T19:52:00Z,Eldo,sr,1550.5
2023-08-15T19:53:00Z,Eldo,sr,1662.3333333333333
2023-08-15T19:56:00Z,B1,sr,1618.4444444444443
2023-08-15T19:57:00Z,B1,sr,1620.4444444444443
2023-08-15T19:58:00Z,C1,sr,1765.4285714285713
2023-08-15T19:59:00Z,C1,sr,1761.111111111111
2023-08-15T20:00:00Z,C1,sr,1764
2023-08-15T20:03:00Z,Eldo,sr,1662.3333333333333
2023-08-15T20:04:00Z,Eldo,sr,1660
2023-08-15T20:05:00Z,Eldo,sr,1659.5
2023-08-15T20:08:00Z,B1,sr,1626.75
2023-08-15T20:09:00Z,B1,sr,1627.5555555555557
2023-08-15T20:10:00Z,B1,sr,1625
2023-08-15T20:10:00Z,C1,sr,1756.142857142857
2023-08-15T20:11:00Z,C1,sr,1754.875
2023-08-15T20:12:00Z,C1,sr,1755.6666666666667
2023-08-15T20:15:00Z,Eldo,sr,1665
2023-08-15T20:16:00Z,Eldo,sr,1661.7777777777778
2023-08-15T20:17:00Z,Eldo,sr,1656.6666666666667
2023-08-15T20:20:00Z,B1,sr,1612.5
2023-08-15T20:21:00Z,B1,sr,1615.375
2023-08-15T20:22:00Z,B1,sr,1616
2023-08-15T20:22:00Z,C1,sr,1739.1666666666667
2023-08-15T20:23:00Z,C1,sr,1743.6666666666667
2023-08-15T20:24:00Z,C1,sr,1744.3333333333333
2023-08-15T20:27:00Z,Eldo,sr,1657.6666666666667
2023-08-15T20:28:00Z,Eldo,sr,1653.6666666666667
2023-08-15T20:32:00Z,B1,sr,1600.5714285714287
2023-08-15T20:33:00Z,B1,sr,1597.111111111111
2023-08-15T20:34:00Z,B1,sr,1600.5
2023-08-15T20:34:00Z,C1,sr,1729.1666666666667
2023-08-15T20:35:00Z,C1,sr,1729.111111111111
2023-08-15T20:36:00Z,C1,sr,1727.3333333333333
2023-08-15T20:40:00Z,Eldo,sr,1614.142857142857
2023-08-15T20:41:00Z,Eldo,sr,1648.75
2023-08-15T20:44:00Z,B1,sr,1582.4285714285713
2023-08-15T20:45:00Z,B1,sr,1464.875
2023-08-15T20:46:00Z,B1,sr,1579.6666666666667
2023-08-15T20:46:00Z,C1,sr,1712.6
2023-08-15T20:47:00Z,C1,sr,1708.3333333333333
2023-08-15T20:48:00Z,C1,sr,1710
2023-08-15T20:51:00Z,Eldo,sr,1631
2023-08-15T20:52:00Z,Eldo,sr,1626
2023-08-15T20:53:00Z,Eldo,sr,1631.625
2023-08-15T20:56:00Z,B1,sr,1554
2023-08-15T20:57:00Z,B1,sr,1552.3333333333333
2023-08-15T20:58:00Z,B1,sr,1547
2023-08-15T20:58:00Z,C1,sr,1684.6
2023-08-15T20:59:00Z,C1,sr,1682.2222222222222
2023-08-15T21:00:00Z,C1,sr,1680
2023-08-15T21:03:00Z,Eldo,sr,1618
2023-08-15T21:04:00Z,Eldo,sr,1616.25
2023-08-15T21:05:00Z,Eldo,sr,1602.7777777777778
2023-08-15T21:08:00Z,B1,sr,1521.6666666666667
2023-08-15T21:09:00Z,B1,sr,1525.625
2023-08-15T21:10:00Z,B1,sr,1523
2023-08-15T21:10:00Z,C1,sr,1661
2023-08-15T21:11:00Z,C1,sr,1665.25
2023-08-15T21:12:00Z,C1,sr,1662.8
2023-08-15T21:16:00Z,Eldo,sr,1590.7777777777778
2023-08-15T21:17:00Z,Eldo,sr,1586.5555555555557
2023-08-15T21:20:00Z,B1,sr,1486.6
2023-08-15T21:21:00Z,B1,sr,1480
2023-08-15T21:22:00Z,B1,sr,1476
2023-08-15T21:22:00Z,C1,sr,1615.75
2023-08-15T21:23:00Z,C1,sr,1606.5555555555557
2023-08-15T21:24:00Z,C1,sr,1601.2
2023-08-15T21:28:00Z,Eldo,sr,1566.75
2023-08-15T21:29:00Z,Eldo,sr,1558.5555555555557
2023-08-15T21:30:00Z,Eldo,sr,1555
2023-08-15T21:32:00Z,B1,sr,1460.2
2023-08-15T21:33:00Z,B1,sr,1457.5
2023-08-15T21:34:00Z,B1,sr,1454.4
2023-08-15T21:34:00Z,C1,sr,1571
2023-08-15T21:35:00Z,C1,sr,1569.5
2023-08-15T21:36:00Z,C1,sr,1565.5
2023-08-15T21:40:00Z,Eldo,sr,1522.5
2023-08-15T21:41:00Z,Eldo,sr,1520.2222222222222
2023-08-15T21:42:00Z,Eldo,sr,1523
2023-08-15T21:44:00Z,B1,sr,1132.25
2023-08-15T21:45:00Z,B1,sr,1416.2222222222222
2023-08-15T21:46:00Z,B1,sr,1407
2023-08-15T21:46:00Z,C1,sr,1521
2023-08-15T21:47:00Z,C1,sr,1515
2023-08-15T21:48:00Z,C1,sr,1513.1666666666667
2023-08-15T21:52:00Z,Eldo,sr,1480.125
2023-08-15T21:53:00Z,Eldo,sr,1304.111111111111
2023-08-15T21:54:00Z,Eldo,sr,1472
2023-08-15T21:56:00Z,B1,sr,1367.3333333333333
2023-08-15T21:57:00Z,B1,sr,1307
2023-08-15T21:58:00Z,B1,sr,1358.8333333333333
2023-08-15T21:58:00Z,C1,sr,1465.3333333333333
2023-08-15T21:59:00Z,C1,sr,1466.888888888889
2023-08-15T22:00:00Z,C1,sr,1459.5
2023-08-15T22:04:00Z,Eldo,sr,1441.142857142857
2023-08-15T22:05:00Z,Eldo,sr,1417
2023-08-15T22:06:00Z,Eldo,sr,1434
2023-08-15T22:08:00Z,B1,sr,1320
2023-08-15T22:09:00Z,B1,sr,1310.6666666666667
2023-08-15T22:10:00Z,B1,sr,1302.1666666666667
2023-08-15T22:10:00Z,C1,sr,1436
2023-08-15T22:11:00Z,C1,sr,1429.3333333333333
2023-08-15T22:12:00Z,C1,sr,1432.4285714285713
2023-08-15T22:16:00Z,Eldo,sr,1393.142857142857
2023-08-15T22:17:00Z,Eldo,sr,1384.4444444444443
2023-08-15T22:18:00Z,Eldo,sr,1362.5
2023-08-15T22:20:00Z,B1,sr,1270
2023-08-15T22:21:00Z,B1,sr,1267.6666666666667
2023-08-15T22:22:00Z,B1,sr,1265.4285714285713
2023-08-15T22:22:00Z,C1,sr,1404.5
2023-08-15T22:23:00Z,C1,sr,1402.4444444444443
2023-08-15T22:24:00Z,C1,sr,1395.7142857142858
2023-08-15T22:28:00Z,Eldo,sr,1340.5714285714287
2023-08-15T22:29:00Z,Eldo,sr,1334.875
2023-08-15T22:30:00Z,Eldo,sr,1328.3333333333333
2023-08-15T22:32:00Z,B1,sr,1216.5
2023-08-15T22:33:00Z,B1,sr,1212.3333333333333
2023-08-15T22:34:00Z,B1,sr,1203.142857142857
2023-08-15T22:34:00Z,C1,sr,1328.5
2023-08-15T22:35:00Z,C1,sr,1322.625
2023-08-15T22:36:00Z,C1,sr,1310.75
2023-08-15T22:40:00Z,Eldo,sr,1278.6666666666667
2023-08-15T22:41:00Z,Eldo,sr,1274.888888888889
2023-08-15T22:42:00Z,Eldo,sr,1275.3333333333333
2023-08-15T22:44:00Z,B1,sr,1154
2023-08-15T22:45:00Z,B1,sr,1146.6666666666667
2023-08-15T22:46:00Z,B1,sr,1138.75
2023-08-15T22:46:00Z,C1,sr,1262
2023-08-15T22:47:00Z,C1,sr,1264.888888888889
2023-08-15T22:48:00Z,C1,sr,1064.625
2023-08-15T22:52:00Z,Eldo,sr,1224.3333333333333
2023-08-15T22:53:00Z,Eldo,sr,1221.111111111111
2023-08-15T22:54:00Z,Eldo,sr,1216.3333333333333
2023-08-15T22:56:00Z,B1,sr,1102
2023-08-15T22:57:00Z,B1,sr,1105.2222222222222
2023-08-15T22:58:00Z,B1,sr,1117.375
2023-08-15T22:58:00Z,C1,sr,1283
2023-08-15T22:59:00Z,C1,sr,1271
2023-08-15T23:00:00Z,C1,sr,1244.625
2023-08-15T23:04:00Z,Eldo,sr,1151.6666666666667
2023-08-15T23:05:00Z,Eldo,sr,1145.625
2023-08-15T23:06:00Z,Eldo,sr,910.5
2023-08-15T23:09:00Z,B1,sr,442.6666666666667
2023-08-15T23:10:00Z,B1,sr,902.1111111111111
2023-08-15T23:11:00Z,C1,sr,1148.111111111111
2023-08-15T23:12:00Z,C1,sr,1115.2222222222222
2023-08-15T23:16:00Z,Eldo,sr,1094
2023-08-15T23:17:00Z,Eldo,sr,1087.6666666666667
2023-08-15T23:18:00Z,Eldo,sr,1074.25
2023-08-15T23:21:00Z,B1,sr,983.7777777777778
2023-08-15T23:22:00Z,B1,sr,964.4444444444445
2023-08-15T23:23:00Z,C1,sr,1144.3333333333333
2023-08-15T23:24:00Z,C1,sr,1146.111111111111
2023-08-15T23:28:00Z,Eldo,sr,1013.6
2023-08-15T23:29:00Z,Eldo,sr,1011.1111111111111
2023-08-15T23:30:00Z,Eldo,sr,1007.75
2023-08-15T23:33:00Z,B1,sr,906.5
2023-08-15T23:34:00Z,B1,sr,904.3333333333334
2023-08-15T23:35:00Z,B1,sr,898
2023-08-15T23:35:00Z,C1,sr,1068.75
2023-08-15T23:36:00Z,C1,sr,1056.5555555555557
2023-08-15T23:37:00Z,C1,sr,1046
2023-08-15T23:40:00Z,Eldo,sr,947
2023-08-15T23:41:00Z,Eldo,sr,944.2222222222222
2023-08-15T23:42:00Z,Eldo,sr,939.2
2023-08-15T23:45:00Z,B1,sr,852.625
2023-08-15T23:46:00Z,B1,sr,847.1111111111111
2023-08-15T23:47:00Z,B1,sr,848
2023-08-15T23:47:00Z,C1,sr,707.5
2023-08-15T23:48:00Z,C1,sr,603.6666666666666
2023-08-15T23:49:00Z,C1,sr,610
2023-08-15T23:52:00Z,Eldo,sr,870
2023-08-15T23:53:00Z,Eldo,sr,863.3333333333334
2023-08-15T23:54:00Z,Eldo,sr,858.2
2023-08-15T23:57:00Z,B1,sr,809
2023-08-15T23:58:00Z,B1,sr,802.4444444444445
2023-08-15T23:59:00Z,B1,sr,804.5
2023-08-15T23:59:00Z,C1,sr,952.625
2023-08-16T00:00:00Z,C1,sr,712.125
2023-08-16T00:01:00Z,C1,sr,920.5
2023-08-16T00:04:00Z,Eldo,sr,791.25
2023-08-16T00:05:00Z,Eldo,sr,786.625
2023-08-16T00:06:00Z,Eldo,sr,782.3333333333334
2023-08-16T00:09:00Z,B1,sr,688.1428571428571
2023-08-16T00:10:00Z,B1,sr,705.2222222222222
2023-08-16T00:11:00Z,B1,sr,698
2023-08-16T00:11:00Z,C1,sr,797.5714285714286
2023-08-16T00:12:00Z,C1,sr,772.6666666666666
2023-08-16T00:13:00Z,C1,sr,769.5
2023-08-16T00:16:00Z,Eldo,sr,728
2023-08-16T00:17:00Z,Eldo,sr,722.2222222222222
2023-08-16T00:18:00Z,Eldo,sr,718
2023-08-16T00:21:00Z,B1,sr,623.1428571428571
2023-08-16T00:22:00Z,B1,sr,618.25
2023-08-16T00:23:00Z,B1,sr,613
2023-08-16T00:23:00Z,C1,sr,13.285714285714286
2023-08-16T00:24:00Z,C1,sr,51.333333333333336
2023-08-16T00:25:00Z,C1,sr,100.5
2023-08-16T00:28:00Z,Eldo,sr,641
2023-08-16T00:29:00Z,Eldo,sr,639.3333333333334
2023-08-16T00:30:00Z,Eldo,sr,637.6666666666666
2023-08-16T00:33:00Z,B1,sr,555.1666666666666
2023-08-16T00:34:00Z,B1,sr,563.4444444444445
2023-08-16T00:35:00Z,B1,sr,560
2023-08-16T00:35:00Z,C1,sr,20.714285714285715
2023-08-16T00:36:00Z,C1,sr,37.75
2023-08-16T00:37:00Z,C1,sr,0
2023-08-16T00:40:00Z,Eldo,sr,577
2023-08-16T00:41:00Z,Eldo,sr,570.1111111111111
2023-08-16T00:42:00Z,Eldo,sr,561
2023-08-16T00:45:00Z,B1,sr,4.166666666666667
2023-08-16T00:46:00Z,B1,sr,389
2023-08-16T00:47:00Z,B1,sr,490.6666666666667
2023-08-16T00:47:00Z,C1,sr,87
2023-08-16T00:48:00Z,C1,sr,90
2023-08-16T00:49:00Z,C1,sr,91
2023-08-16T00:52:00Z,Eldo,sr,486
2023-08-16T00:53:00Z,Eldo,sr,481.6666666666667
2023-08-16T00:54:00Z,Eldo,sr,475.85714285714283
2023-08-16T00:57:00Z,B1,sr,0
2023-08-16T00:58:00Z,B1,sr,0.1111111111111111
2023-08-16T00:59:00Z,B1,sr,0
2023-08-16T00:59:00Z,C1,sr,601.8333333333334
2023-08-16T01:00:00Z,C1,sr,583
2023-08-16T01:01:00Z,C1,sr,560.3333333333334
2023-08-16T01:04:00Z,Eldo,sr,400.5
2023-08-16T01:05:00Z,Eldo,sr,397
2023-08-16T01:06:00Z,Eldo,sr,393
2023-08-16T01:09:00Z,B1,sr,416.3333333333333
2023-08-16T01:10:00Z,B1,sr,413.22222222222223
2023-08-16T01:11:00Z,B1,sr,407
2023-08-16T01:11:00Z,C1,sr,7.2
2023-08-16T01:12:00Z,C1,sr,2.7777777777777777
2023-08-16T01:13:00Z,C1,sr,1.5
2023-08-16T01:16:00Z,Eldo,sr,327
2023-08-16T01:17:00Z,Eldo,sr,320.1111111111111
2023-08-16T01:18:00Z,Eldo,sr,315.6666666666667
2023-08-16T01:21:00Z,B1,sr,188.5
2023-08-16T01:22:00Z,B1,sr,17.25
2023-08-16T01:23:00Z,B1,sr,0
2023-08-16T01:23:00Z,C1,sr,35.8
2023-08-16T01:24:00Z,C1,sr,36.333333333333336
2023-08-16T01:25:00Z,C1,sr,39
2023-08-16T01:29:00Z,Eldo,sr,0
2023-08-16T01:30:00Z,Eldo,sr,0
2023-08-16T01:33:00Z,B1,sr,97
2023-08-16T01:34:00Z,B1,sr,205.66666666666666
2023-08-16T01:35:00Z,B1,sr,189.25
2023-08-16T01:35:00Z,C1,sr,13.8
2023-08-16T01:36:00Z,C1,sr,4.888888888888889
2023-08-16T01:37:00Z,C1,sr,0
2023-08-16T01:40:00Z,Eldo,sr,226
2023-08-16T01:41:00Z,Eldo,sr,206.66666666666666
2023-08-16T01:42:00Z,Eldo,sr,135.125
2023-08-16T01:45:00Z,B1,sr,62.8
2023-08-16T01:46:00Z,B1,sr,0.125
2023-08-16T01:47:00Z,B1,sr,0
2023-08-16T01:47:00Z,C1,sr,0
2023-08-16T01:48:00Z,C1,sr,0
2023-08-16T01:49:00Z,C1,sr,0
2023-08-16T01:52:00Z,Eldo,sr,0
2023-08-16T01:53:00Z,Eldo,sr,0
2023-08-16T01:54:00Z,Eldo,sr,0
2023-08-16T01:57:00Z,B1,sr,0
2023-08-16T01:58:00Z,B1,sr,0
2023-08-16T01:59:00Z,B1,sr,0
2023-08-16T01:59:00Z,C1,sr,0
2023-08-16T02:00:00Z,C1,sr,0
2023-08-16T02:01:00Z,C1,sr,0
2023-08-16T02:04:00Z,Eldo,sr,0
2023-08-16T02:05:00Z,Eldo,sr,0
2023-08-16T02:06:00Z,Eldo,sr,0
2023-08-16T02:09:00Z,B1,sr,0
2023-08-16T02:10:00Z,B1,sr,0
2023-08-16T02:11:00Z,B1,sr,0
2023-08-16T02:11:00Z,C1,sr,0
2023-08-16T02:12:00Z,C1,sr,0
2023-08-16T02:13:00Z,C1,sr,0
2023-08-16T02:16:00Z,Eldo,sr,0
2023-08-16T02:17:00Z,Eldo,sr,0
2023-08-16T02:18:00Z,Eldo,sr,0
2023-08-16T02:21:00Z,B1,sr,0
2023-08-16T02:22:00Z,B1,sr,0
2023-08-16T02:23:00Z,B1,sr,0
2023-08-16T02:23:00Z,C1,sr,0
2023-08-16T02:24:00Z,C1,sr,0
2023-08-16T02:25:00Z,C1,sr,0
